epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
,0.0001,9,,,
0,,9,,5.545604705810547,
,0.0001,19,,,
0,,19,,5.548357963562012,
,0.0001,29,,,
0,,29,,5.5476789474487305,
,0.0001,39,,,
0,,39,,5.544680595397949,
,0.0001,49,,,
0,,49,,5.544675827026367,
,0.0001,59,,,
0,,59,,5.540570259094238,
,0.0001,69,,,
0,,69,,5.45412540435791,
0,,72,,,5.382102966308594
0,,72,5.534867763519287,,
,0.0001,79,,,
1,,79,,5.242810249328613,
,0.0001,89,,,
1,,89,,5.079755783081055,
,0.0001,99,,,
1,,99,,5.044496059417725,
,0.0001,109,,,
1,,109,,4.960241317749023,
,0.0001,119,,,
1,,119,,4.9680681228637695,
,0.0001,129,,,
1,,129,,4.885167121887207,
,0.0001,139,,,
1,,139,,4.901712417602539,
1,,145,,,4.763988494873047
1,,145,4.97599458694458,,
,0.0001,149,,,
2,,149,,4.826596260070801,
,0.0001,159,,,
2,,159,,4.79407262802124,
,0.0001,169,,,
2,,169,,4.758694648742676,
,0.0001,179,,,
2,,179,,4.734099388122559,
,0.0001,189,,,
2,,189,,4.669732570648193,
,0.0001,199,,,
2,,199,,4.751009464263916,
